,Building_Painted,Building Dimension,Building_Type,Geo_Code,Claim,Windows,Building Dimensionis missing,Date_of_Occupancyis missing,Insured_time,Building_Class,Building_category,Building_age
1245,V,480.0,2,13206,0,2,False,False,1,modern,Rural Residential,86.0
1246,N,980.0,2,13206,0,0,False,False,2,old,Urban Non-Residential,53.0
1247,V,450.0,2,13206,0,1,False,False,1,modern,Rural Non-Residential,82.0
1248,V,550.0,2,13206,0,2,False,False,4,modern,Rural Non-Residential,85.0
1249,V,370.0,2,13206,0,1,False,False,4,modern,Rural Non-Residential,75.0
1250,V,480.0,2,13206,0,2,False,False,2,modern,Rural Non-Residential,84.0
1251,V,600.0,2,13206,0,2,False,False,2,modern,Rural Non-Residential,84.0
1252,V,280.0,2,13206,0,2,False,False,4,modern,Rural Non-Residential,85.0
1253,V,300.0,2,13206,0,1,False,False,1,modern,Rural Residential,86.0
1254,V,613.0,2,13206,0,2,False,False,1,modern,Rural Non-Residential,86.0
1255,V,850.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,53.0
1256,V,700.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,52.0
1257,V,2600.0,2,13206,1,0,False,False,4,old,Urban Non-Residential,52.0
1258,N,550.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,56.0
1259,V,2250.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,53.0
1260,N,1220.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,53.0
1261,N,1220.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,55.0
1262,N,1705.0,2,13206,0,0,False,False,0,old,Urban Non-Residential,53.0
1263,V,640.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,52.0
1264,V,1192.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,53.0
1265,V,340.0,2,13206,0,0,False,False,1,old,Urban Non-Residential,53.0
1266,V,500.0,2,13206,0,2,False,False,2,modern,Rural Non-Residential,83.0
1267,V,1950.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,54.0
1268,N,550.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,54.0
1269,N,1100.0,2,13206,0,0,False,False,1,old,Urban Non-Residential,54.0
1270,V,1445.0,2,13206,0,0,False,False,1,old,Urban Residential,55.0
1271,V,420.0,2,13206,1,0,False,False,0,old,Urban Non-Residential,47.543595911004104
1272,V,240.0,2,13206,0,0,False,False,2,old,Urban Non-Residential,53.0
1273,V,1830.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,52.0
1274,V,390.0,2,13206,0,0,False,False,0,old,Urban Non-Residential,50.543595911004104
1275,V,640.0,2,13206,1,0,False,False,2,old,Urban Non-Residential,54.0
1276,V,300.0,2,13206,0,0,False,False,0,old,Urban Non-Residential,49.543595911004104
1277,V,230.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,52.0
1278,V,2300.0,2,13206,0,3,False,False,1,modern,Rural Non-Residential,82.0
1279,N,2400.0,2,13206,1,0,False,False,4,old,Urban Non-Residential,47.543595911004104
1280,V,450.0,2,13206,0,2,False,False,4,modern,Rural Non-Residential,82.0
1281,V,850.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,52.0
1282,V,280.0,2,13206,0,2,False,False,4,modern,Rural Non-Residential,84.0
1283,N,1500.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,54.0
1284,N,2400.0,2,13206,0,0,False,False,1,old,Urban Residential,50.543595911004104
1285,N,600.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,56.0
1286,N,238.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,52.0
1287,V,1650.0,2,13206,1,0,False,False,4,old,Urban Non-Residential,52.0
1288,N,2000.0,2,13206,1,0,False,False,4,old,Urban Non-Residential,55.0
1289,N,920.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,52.0
1290,V,450.0,2,13206,0,0,False,False,2,old,Urban Non-Residential,53.0
1291,N,240.0,2,13206,0,0,False,False,3,old,Urban Non-Residential,56.0
1292,N,150.0,2,13206,0,0,False,False,0,old,Urban Non-Residential,53.0
1293,V,1620.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,53.0
1294,V,1620.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,54.0
1295,N,390.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,52.0
1296,V,950.0,2,13206,0,0,False,False,4,old,Urban Residential,36.0
1297,N,900.0,2,13206,0,0,False,False,4,old,Urban Non-Residential,52.0
1298,V,760.0,2,13206,0,0,False,False,4,old,Urban Residential,55.0
1299,N,250.0,2,13206,0,0,False,False,4,old,Urban Residential,53.0
1300,N,350.0,2,13206,0,0,False,False,4,old,Urban Residential,32.0
1301,V,900.0,2,13206,0,0,False,False,4,old,Urban Residential,32.0
1302,N,600.0,2,13206,1,0,False,False,4,old,Urban Non-Residential,54.0
1303,N,475.0,2,13206,1,0,False,False,4,old,Urban Non-Residential,52.0
1304,V,400.0,2,13206,0,2,False,False,4,modern,Rural Residential,83.0
1305,V,400.0,2,13206,1,2,False,False,4,modern,Rural Residential,84.0
1306,V,743.0,2,13206,0,2,False,False,4,modern,Rural Residential,84.0
1307,N,1105.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,54.0
1308,N,300.0,2,13207,0,0,False,False,1,old,Urban Non-Residential,54.0
1309,V,650.0,2,13207,0,1,False,False,4,modern,Rural Non-Residential,73.0
1310,V,448.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,52.0
1311,N,1800.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,52.0
1312,N,1800.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,53.0
1313,N,140.0,2,13207,1,0,False,False,4,old,Urban Non-Residential,53.0
1314,V,396.0,2,13207,0,2,False,False,4,modern,Rural Non-Residential,83.0
1315,V,396.0,2,13207,0,2,False,False,4,modern,Rural Non-Residential,85.0
1316,N,1740.0,2,13207,1,0,False,False,4,old,Urban Non-Residential,54.0
1317,N,510.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,52.0
1318,N,510.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,55.0
1319,N,350.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,54.0
1320,N,700.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,52.0
1321,N,700.0,2,13207,1,0,False,False,4,old,Urban Non-Residential,53.0
1322,N,700.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,54.0
1323,N,825.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,52.0
1324,V,230.0,2,13207,0,0,False,False,1,old,Urban Non-Residential,33.0
1325,V,2280.0,2,13207,0,4,False,False,4,modern,Rural Non-Residential,42.0
1326,V,2280.0,2,13207,0,4,False,False,4,modern,Rural Non-Residential,43.0
1327,V,2280.0,2,13207,0,4,False,False,4,modern,Rural Non-Residential,45.0
1328,V,4827.75,2,13207,0,2,False,False,4,modern,Rural Non-Residential,53.0
1329,V,960.0,2,13207,0,2,False,False,4,modern,Rural Residential,62.0
1330,V,321.0,2,13207,0,1,False,False,4,modern,Rural Non-Residential,85.0
1331,N,472.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,54.0
1332,V,660.0,2,13207,1,2,False,False,3,modern,Rural Non-Residential,66.0
1333,V,780.0,2,13207,0,1,False,False,3,modern,Rural Residential,6.0
1334,V,900.0,2,13207,0,1,False,False,1,modern,Rural Residential,41.0
1335,V,516.0,2,13207,0,2,False,False,4,modern,Rural Non-Residential,83.0
1336,N,1600.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,55.0
1337,V,450.0,2,13207,1,0,False,False,0,old,Urban Non-Residential,48.543595911004104
1338,V,450.0,2,13207,0,0,False,False,0,old,Urban Non-Residential,50.543595911004104
1339,N,1750.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,54.0
1340,N,320.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,53.0
1341,N,4700.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,25.0
1342,N,480.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,55.0
1343,V,820.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,53.0
1344,N,100.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,52.0
1345,N,100.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,54.0
1346,N,1500.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,55.0
1347,N,660.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,54.0
1348,N,450.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,52.0
1349,N,550.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,52.0
1350,V,570.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,52.0
1351,V,1600.0,2,13207,0,0,False,False,4,old,Urban Residential,56.0
1352,N,401.0,2,13207,0,0,False,False,4,old,Urban Residential,50.543595911004104
1353,N,401.0,2,13207,0,0,False,False,1,old,Urban Residential,51.543595911004104
1354,N,700.0,2,13207,0,0,False,False,1,old,Urban Residential,56.0
1355,N,2000.0,2,13207,0,0,False,False,4,old,Urban Residential,32.0
1356,N,2000.0,2,13207,0,0,False,False,1,old,Urban Residential,33.0
1357,N,900.0,2,13207,0,0,False,False,4,old,Urban Non-Residential,55.0
1358,V,2100.0,2,13207,1,3,False,False,4,modern,Rural Non-Residential,84.0
1359,V,2100.0,2,13207,1,3,False,False,4,modern,Rural Non-Residential,85.0
1360,V,2100.0,2,13207,0,3,False,False,3,modern,Rural Non-Residential,86.0
1361,V,880.0,2,13207,0,0,False,False,4,old,Urban Residential,52.0
1362,N,800.0,2,13207,0,0,False,False,4,old,Urban Residential,56.0
1363,V,3880.0,2,13208,1,2,False,False,4,modern,Rural Non-Residential,6.0
1364,N,360.0,2,13208,0,0,False,False,4,old,Urban Non-Residential,52.0
1365,N,360.0,2,13208,0,0,False,False,4,old,Urban Non-Residential,53.0
1366,N,1050.0,2,13208,1,0,False,False,4,old,Urban Non-Residential,55.0
1367,N,1050.0,2,13208,0,0,False,False,3,old,Urban Non-Residential,56.0
1368,N,300.0,2,13208,1,0,False,False,4,old,Urban Non-Residential,52.0
1369,N,3900.0,2,13208,0,0,False,False,4,old,Urban Non-Residential,54.0
1370,N,4350.0,2,13208,0,4,False,False,4,modern,Rural Non-Residential,53.0
1371,V,3283.0,2,13208,0,2,False,False,4,modern,Rural Non-Residential,32.0
1372,V,1200.0,2,13208,1,2,False,False,4,modern,Rural Non-Residential,84.0
1373,V,4100.0,2,13208,0,4,False,False,4,modern,Rural Non-Residential,46.0
1374,V,380.0,2,13208,0,2,False,False,4,modern,Rural Non-Residential,55.0
1375,N,510.0,2,13208,0,0,False,False,4,old,Urban Residential,52.0
1376,V,4827.75,2,13208,0,4,False,False,4,modern,Rural Non-Residential,2.0
1377,V,3550.0,2,13208,0,2,False,False,4,modern,Rural Non-Residential,11.0
1378,V,1100.0,2,13208,0,2,False,False,4,modern,Rural Non-Residential,83.0
1379,V,1320.0,2,13208,0,3,False,False,4,modern,Rural Non-Residential,63.0
1380,V,2500.0,2,13208,0,4,False,False,1,modern,Rural Non-Residential,53.0
1381,V,2600.0,2,13208,1,2,False,False,2,modern,Rural Non-Residential,54.0
1382,V,3100.0,2,13208,0,2,False,False,4,modern,Rural Non-Residential,84.0
1383,V,870.0,2,13208,0,0,False,False,0,old,Urban Non-Residential,50.543595911004104
1384,V,380.0,2,13208,0,0,False,False,0,old,Urban Non-Residential,49.543595911004104
1385,V,3300.0,2,13208,0,4,False,False,1,modern,Rural Residential,84.0
1386,N,150.0,2,13208,0,0,False,False,4,old,Urban Residential,47.543595911004104
1387,V,2400.0,2,13208,1,0,False,False,4,old,Urban Non-Residential,52.0
1388,N,3281.0,2,13208,1,0,False,False,4,old,Urban Non-Residential,55.0
1389,N,4827.75,2,13208,0,0,False,False,4,old,Urban Non-Residential,32.0
1390,N,4827.75,2,13208,0,0,False,False,1,old,Urban Non-Residential,35.0
1391,V,1070.0,2,13208,0,0,False,False,4,old,Urban Non-Residential,32.0
1392,V,1070.0,2,13208,1,0,False,False,4,old,Urban Non-Residential,33.0
1393,N,4827.75,2,13208,0,0,False,False,4,old,Urban Non-Residential,54.0
1394,V,2000.0,2,13208,1,0,False,False,2,old,Urban Residential,53.0
1395,N,1000.0,2,13208,0,0,False,False,4,old,Urban Non-Residential,52.0
1396,N,710.0,2,13208,0,0,False,False,3,old,Urban Non-Residential,56.0
1397,N,1500.0,2,13208,0,0,False,False,4,old,Urban Residential,48.543595911004104
1398,N,1700.0,2,13208,0,0,False,False,4,old,Urban Residential,54.0
1399,N,2025.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,55.0
1400,N,4827.75,2,13209,1,0,False,False,4,old,Urban Non-Residential,25.0
1401,N,3000.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,33.0
1402,V,824.0,2,13209,0,1,False,False,4,modern,Rural Non-Residential,64.0
1403,N,370.0,2,13209,0,0,False,False,1,old,Urban Non-Residential,53.0
1404,N,1793.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,54.0
1405,N,150.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,56.0
1406,V,2255.0,2,13209,0,4,False,False,4,modern,Rural Non-Residential,52.0
1407,V,1765.0,2,13209,1,2,False,False,2,modern,Rural Non-Residential,44.0
1408,N,1980.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,52.0
1409,N,2270.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,53.0
1410,N,2270.0,2,13209,1,0,False,False,4,old,Urban Non-Residential,55.0
1411,N,2270.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,56.0
1412,V,4827.75,2,13209,0,0,False,False,1,old,Urban Non-Residential,32.0
1413,V,2724.0,2,13209,0,2,False,False,4,modern,Rural Non-Residential,55.0
1414,V,4827.75,2,13209,1,2,False,False,4,modern,Rural Non-Residential,44.0
1415,V,4827.75,2,13209,0,3,False,False,4,modern,Rural Non-Residential,4.0
1416,V,4827.75,2,13209,1,3,False,False,4,modern,Rural Non-Residential,5.0
1417,V,600.0,2,13209,0,1,False,False,4,modern,Rural Residential,46.0
1418,V,85.0,2,13209,0,1,False,False,4,modern,Rural Non-Residential,62.0
1419,V,4827.75,2,13209,1,2,False,False,4,modern,Rural Non-Residential,16.0
1420,V,2300.0,2,13209,0,2,False,False,4,modern,Rural Non-Residential,44.0
1421,V,1900.0,2,13209,0,4,False,False,4,modern,Rural Non-Residential,56.0
1422,V,600.0,2,13209,0,0,False,False,0,old,Urban Non-Residential,34.0
1423,V,1222.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,53.0
1424,V,4827.75,2,13209,1,0,False,False,4,old,Urban Non-Residential,52.0
1425,N,2530.0,2,13209,0,0,False,False,3,old,Urban Non-Residential,56.0
1426,V,1230.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,54.0
1427,N,1300.0,2,13209,0,0,False,False,3,old,Urban Non-Residential,56.0
1428,V,4827.75,2,13209,1,4,False,False,4,modern,Rural Non-Residential,44.0
1429,V,4827.75,2,13209,1,4,False,False,4,modern,Rural Non-Residential,45.0
1430,N,1920.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,54.0
1431,N,1880.0,2,13209,0,0,False,False,3,old,Urban Non-Residential,56.0
1432,N,2255.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,54.0
1433,N,2255.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,55.0
1434,N,1182.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,54.0
1435,N,1182.0,2,13209,0,0,False,False,4,old,Urban Non-Residential,56.0
1436,N,4080.0,2,13209,1,0,False,False,4,old,Urban Non-Residential,26.0
1437,V,3600.0,2,13210,0,1,False,False,4,modern,Rural Non-Residential,45.0
1438,N,490.0,2,13210,0,0,False,False,2,old,Urban Residential,54.0
1439,N,100.0,2,13210,0,0,False,False,1,old,Urban Residential,32.0
1440,N,4827.75,2,13210,0,0,False,False,4,old,Urban Non-Residential,33.0
1441,V,1500.0,2,13210,0,4,False,False,1,modern,Rural Non-Residential,5.0
1442,V,4500.0,2,13210,0,2,False,False,4,modern,Rural Non-Residential,55.0
1443,V,430.0,2,13210,0,1,False,False,4,modern,Rural Non-Residential,53.0
1444,V,380.0,2,13210,0,1,False,False,4,modern,Rural Residential,84.0
1445,V,4827.75,2,13210,1,2,False,False,4,modern,Rural Non-Residential,52.0
1446,V,4827.75,2,13210,1,2,False,False,4,modern,Rural Non-Residential,56.0
1447,V,4827.75,2,13210,0,3,False,False,4,modern,Rural Non-Residential,2.0
1448,V,4827.75,2,13210,1,3,False,False,4,modern,Rural Non-Residential,4.0
1449,V,4827.75,2,13210,1,3,False,False,3,modern,Rural Non-Residential,6.0
1450,V,3300.0,2,13210,1,2,False,False,4,modern,Rural Non-Residential,17.0
1451,V,600.0,2,13210,0,2,False,False,4,modern,Rural Non-Residential,86.0
1452,V,450.0,2,13210,0,0,False,False,0,old,Urban Non-Residential,48.543595911004104
1453,V,400.0,2,13210,0,0,False,False,3,old,Urban Non-Residential,56.0
1454,V,190.0,2,13210,0,0,False,False,4,old,Urban Non-Residential,55.0
1455,V,190.0,2,13210,0,0,False,False,1,old,Urban Non-Residential,56.0
1456,N,1000.0,2,13211,0,0,False,False,4,old,Urban Non-Residential,55.0
1457,V,800.0,2,13211,0,1,False,False,4,modern,Rural Non-Residential,53.0
1458,V,353.0,2,13211,0,0,False,False,4,old,Urban Non-Residential,52.0
1459,V,900.0,2,13211,1,1,False,False,4,modern,Rural Non-Residential,83.0
1460,V,355.0,2,13211,0,1,False,False,4,modern,Rural Non-Residential,45.0
1461,V,522.0,2,13211,0,1,False,False,4,modern,Rural Non-Residential,49.0
1462,V,522.0,2,13211,0,1,False,False,4,modern,Rural Non-Residential,51.0
1463,V,541.0,2,13211,0,1,False,False,4,modern,Rural Non-Residential,83.0
1464,V,4827.75,2,13212,1,2,False,False,4,modern,Rural Non-Residential,12.0
1465,N,600.0,2,13212,0,0,False,False,3,old,Urban Non-Residential,56.0
1466,V,4069.0,2,13212,1,2,False,False,4,modern,Rural Residential,11.0
1467,V,2250.0,2,13212,0,2,False,False,3,modern,Rural Non-Residential,6.0
1468,V,384.0,2,13212,0,1,False,False,4,modern,Rural Residential,83.0
1469,V,456.0,2,13212,0,0,False,False,4,old,Urban Non-Residential,35.0
1470,N,750.0,2,13212,0,0,False,False,4,old,Urban Non-Residential,33.0
1471,V,323.0,2,13212,0,0,False,False,2,old,Urban Non-Residential,53.0
1472,N,700.0,2,13213,0,0,False,False,4,old,Urban Non-Residential,53.0
1473,N,700.0,2,13213,0,0,False,False,4,old,Urban Non-Residential,54.0
1474,V,4827.75,2,13213,1,4,False,False,2,modern,Rural Non-Residential,65.0
1475,V,4523.0,2,13213,1,2,False,False,3,modern,Rural Non-Residential,3.0
1476,V,4322.0,2,13213,0,2,False,False,4,modern,Rural Non-Residential,2.0
1477,V,4827.75,2,13213,0,2,False,False,2,modern,Rural Residential,39.0
1478,V,4827.75,2,13213,0,2,False,False,4,modern,Rural Residential,40.0
1479,V,4827.75,2,13213,0,2,False,False,4,modern,Rural Residential,42.0
1480,V,4827.75,2,13213,0,1,False,False,2,modern,Rural Residential,2.0
1481,V,180.0,2,13213,0,1,False,False,1,modern,Rural Non-Residential,83.0
1482,V,2126.0,2,13213,0,0,False,False,4,old,Urban Non-Residential,55.0
1483,V,2600.0,2,13213,1,0,False,False,4,old,Urban Non-Residential,54.0
1484,N,1891.0,2,13213,1,0,False,False,4,old,Urban Non-Residential,32.0
1485,N,1891.0,2,13213,0,0,False,False,4,old,Urban Non-Residential,35.0
1486,N,1891.0,2,13213,1,0,False,False,4,old,Urban Non-Residential,33.0
1487,V,3500.0,2,13213,1,3,False,False,4,modern,Rural Residential,86.0
1488,V,900.0,2,13213,0,1,False,False,4,modern,Rural Residential,14.0
1489,N,4827.75,2,13213,1,0,False,False,4,old,Urban Non-Residential,34.0
1490,N,4827.75,2,13213,0,0,False,False,4,old,Urban Non-Residential,35.0
1491,V,320.0,2,13213,0,1,False,False,4,modern,Rural Non-Residential,63.0
1492,V,4827.75,2,13213,0,0,False,False,4,old,Urban Residential,33.0
1493,V,4827.75,2,13214,0,2,False,False,4,modern,Rural Residential,3.0
1494,V,580.0,2,13214,1,2,False,False,4,modern,Rural Non-Residential,65.0
1495,V,534.0,2,13214,0,2,False,False,4,modern,Rural Non-Residential,83.0
1496,V,534.0,2,13214,0,2,False,False,4,modern,Rural Non-Residential,85.0
1497,V,534.0,2,13214,0,2,False,False,4,modern,Rural Non-Residential,86.0
1498,V,780.0,2,13214,0,0,False,False,4,old,Urban Non-Residential,52.0
1499,N,1377.0,2,13214,0,0,False,False,3,old,Urban Non-Residential,56.0
1500,N,1920.0,2,13214,0,0,False,False,4,old,Urban Non-Residential,53.0
1501,N,1920.0,2,13214,0,0,False,False,3,old,Urban Non-Residential,56.0
1502,N,1410.0,2,13214,0,0,False,False,4,old,Urban Non-Residential,52.0
1503,V,4827.75,2,13215,0,1,False,False,4,modern,Rural Residential,3.0
1504,V,4827.75,2,13215,0,1,False,False,2,modern,Rural Residential,4.0
1505,V,4827.75,2,13215,0,2,False,False,3,modern,Rural Non-Residential,9.0
1506,V,204.0,2,13215,0,0,False,False,1,old,Urban Non-Residential,53.0
1507,V,432.0,2,13215,1,0,False,False,4,old,Urban Non-Residential,52.0
1508,V,432.0,2,13215,0,0,False,False,2,old,Urban Non-Residential,53.0
1509,V,400.0,2,13215,0,1,False,False,4,modern,Rural Non-Residential,2.0
1510,V,330.0,2,13215,0,1,False,False,4,modern,Rural Non-Residential,82.0
1511,V,1300.0,2,13215,0,2,False,False,3,modern,Rural Non-Residential,56.0
1512,V,510.0,2,13215,0,1,False,False,1,modern,Rural Residential,66.0
1513,V,530.0,2,13215,0,0,False,False,4,old,Urban Non-Residential,53.0
1514,V,400.0,2,13215,0,2,False,False,4,modern,Rural Non-Residential,85.0
1515,N,250.0,2,13215,0,0,False,False,4,old,Urban Non-Residential,32.0
1516,N,250.0,2,13216,0,0,False,False,4,old,Urban Non-Residential,55.0
1517,N,4000.0,2,13216,0,0,False,False,4,old,Urban Non-Residential,25.0
1518,V,300.0,2,13216,0,1,False,False,1,modern,Rural Non-Residential,62.0
1519,V,300.0,2,13216,1,1,False,False,2,modern,Rural Non-Residential,73.0
1520,V,200.0,2,13216,0,1,False,False,4,modern,Rural Non-Residential,85.0
1521,V,540.0,2,13216,0,0,False,False,3,old,Urban Non-Residential,56.0
1522,V,450.0,2,13216,0,2,False,False,4,modern,Rural Non-Residential,83.0
1523,N,68.0,2,13216,0,0,False,False,4,old,Urban Non-Residential,53.0
1524,N,68.0,2,13216,0,0,False,False,2,old,Urban Non-Residential,55.0
1525,N,175.0,2,13216,0,0,False,False,4,old,Urban Non-Residential,54.0
1526,N,695.0,2,13216,0,0,False,False,4,old,Urban Residential,54.0
1527,N,870.0,1,13904,0,0,False,False,4,old,Urban Non-Residential,53.0
1528,N,870.0,1,13904,0,0,False,False,4,old,Urban Non-Residential,55.0
1529,N,900.0,2,14047,0,0,False,False,4,old,Urban Non-Residential,55.0
1530,V,980.0,2,14079,0,0,False,False,4,old,Urban Residential,34.0
1531,V,4827.75,2,14117,0,0,False,False,4,old,Urban Non-Residential,32.0
1532,V,4827.75,2,14117,0,0,False,False,2,old,Urban Non-Residential,34.0
1533,V,1750.0,2,14117,1,0,False,False,4,old,Urban Non-Residential,47.543595911004104
1534,V,185.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,32.0
1535,V,840.0,2,14118,1,0,False,False,2,old,Urban Non-Residential,52.0
1536,V,290.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,34.0
1537,N,3930.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,55.0
1538,N,769.0,2,14118,0,0,False,False,4,old,Urban Residential,53.0
1539,V,4827.75,2,14118,1,2,False,False,4,modern,Rural Non-Residential,26.0
1540,V,1837.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,32.0
1541,V,1837.0,2,14118,0,0,False,False,3,old,Urban Non-Residential,36.0
1542,V,3806.0,2,14118,1,0,False,False,4,old,Urban Non-Residential,55.0
1543,V,620.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,54.0
1544,V,2897.0,2,14118,1,0,False,False,4,old,Urban Non-Residential,34.0
1545,V,2897.0,2,14118,1,0,False,False,3,old,Urban Non-Residential,36.0
1546,V,2561.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,32.0
1547,V,2561.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,33.0
1548,V,1726.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,33.0
1549,V,1870.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,34.0
1550,V,1726.0,2,14118,1,0,False,False,4,old,Urban Non-Residential,32.0
1551,V,1726.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,34.0
1552,V,200.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,35.0
1553,V,4827.75,2,14118,0,0,False,False,1,old,Urban Non-Residential,33.0
1554,V,2100.0,2,14118,0,2,False,False,1,modern,Rural Non-Residential,48.0
1555,V,1782.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,33.0
1556,V,4827.75,2,14118,1,0,False,False,4,old,Urban Non-Residential,36.0
1557,V,816.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,32.0
1558,V,1995.0,2,14118,0,0,False,False,2,old,Urban Non-Residential,53.0
1559,V,1795.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,34.0
1560,V,2200.0,2,14118,1,0,False,False,3,old,Urban Non-Residential,36.0
1561,V,4827.75,2,14118,0,0,False,False,4,old,Urban Non-Residential,32.0
1562,V,530.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,32.0
1563,V,530.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,34.0
1564,V,2000.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,32.0
1565,N,250.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,32.0
1566,V,1160.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,33.0
1567,V,528.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,53.0
1568,V,3650.0,2,14118,1,2,False,False,4,modern,Rural Non-Residential,45.0
1569,V,1550.0,2,14118,1,0,False,False,4,old,Urban Non-Residential,33.0
1570,V,1550.0,2,14118,1,0,False,False,4,old,Urban Non-Residential,35.0
1571,V,1411.0,2,14118,1,0,False,False,4,old,Urban Non-Residential,35.0
1572,V,4150.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,32.0
1573,V,850.0,2,14118,0,0,False,False,4,old,Urban Non-Residential,55.0
1574,V,35.0,2,14118,0,0,False,False,0,old,Urban Non-Residential,52.0
1575,V,2700.0,2,14220,1,1,False,False,4,modern,Rural Non-Residential,44.0
1576,N,833.0,2,14220,0,0,False,False,4,old,Urban Non-Residential,53.0
1577,N,833.0,2,14220,0,0,False,False,3,old,Urban Non-Residential,56.0
1578,N,4827.75,2,14220,1,0,False,False,4,old,Urban Non-Residential,33.0
1579,N,4827.75,2,14220,1,0,False,False,4,old,Urban Non-Residential,34.0
1580,V,1600.0,2,14327,0,0,False,False,4,old,Urban Non-Residential,34.0
1581,V,1600.0,2,14327,0,0,False,False,3,old,Urban Non-Residential,36.0
1582,V,1920.0,2,14327,0,0,False,False,4,old,Urban Non-Residential,35.0
1583,V,1660.0,2,14327,0,0,False,False,4,old,Urban Non-Residential,34.0
1584,N,1981.0,2,14327,1,0,False,False,4,old,Urban Non-Residential,34.0
1585,N,1300.0,2,14338,0,0,False,False,2,old,Urban Residential,35.0
1586,V,2100.0,2,14338,0,0,False,False,1,old,Urban Residential,33.0
